Mod:Item:MetaData, Localized Name
tconstruct:shard:0, Lumium Shard
tconstruct:shard:0, Signalum Shard
tconstruct:shard:0, Platinum Shard
tconstruct:shard:0, Enderium Shard
tconstruct:shard:0, Infinity Shard
tconstruct:shard:0, Desh Shard
tconstruct:shard:0, Certus Quartz Shard
tconstruct:shard:0, Fluix Crystal Shard
tconstruct:shard:0, Skyroot Shard
tconstruct:shard:0, Holystone Shard
tconstruct:shard:0, Zanite Shard
tconstruct:shard:0, Gravitite Shard
tconstruct:shard:0, Golden Amber Shard
tconstruct:shard:0, Valkyrie Shard
tconstruct:shard:0, Swet Shard
tconstruct:shard:0, Candy Cane Shard
tconstruct:shard:0, Cold Aercloud Shard
tconstruct:shard:0, Blue Aercloud Shard
tconstruct:shard:0, Golden Aercloud Shard
tconstruct:shard:0, Icestone Shard
tconstruct:shard:0, Aeonsteel Shard
tconstruct:shard:0, Queensgold Shard
tconstruct:shard:0, Dogbearium Shard
tconstruct:shard:0, Sinisterium Shard
tconstruct:shard:0, Nihilite Shard
tconstruct:shard:0, Orichalcum Shard
tconstruct:shard:0, Pandorium Shard
tconstruct:shard:0, Rosegold Shard
tconstruct:shard:0, Gold Shard
tconstruct:shard:0, Valyriansteel Shard
tconstruct:shard:0, Froststeel Shard
tconstruct:shard:0, Glass Shard
tconstruct:shard:0, Diamond Shard
tconstruct:shard:0, Emerald Shard
tconstruct:shard:0, Infinity Shard
tconstruct:shard:0, Neutronium Shard
tconstruct:shard:0, Crystal Matrix Shard
tconstruct:shard:0, Tritanium Shard
tconstruct:shard:0, Dilithium Shard
tconstruct:shard:0, Emerald Shard
tconstruct:shard:0, Wyvern Shard
tconstruct:shard:0, Awakened Shard
tconstruct:shard:0, Chaotic Shard
tconstruct:sharpening_kit:0, Electrical Sharpening Kit
tconstruct:sharpening_kit:0, Energetic Sharpening Kit
tconstruct:sharpening_kit:0, Vibrant Sharpening Kit
tconstruct:sharpening_kit:0, Red Sharpening Kit
tconstruct:sharpening_kit:0, Conductive Sharpening Kit
tconstruct:sharpening_kit:0, Pulsating Sharpening Kit
tconstruct:sharpening_kit:0, Dark Sharpening Kit
tconstruct:sharpening_kit:0, Souled Sharpening Kit
tconstruct:sharpening_kit:0, Sharpening Kit of the End
tconstruct:sharpening_kit:0, Fake-Iron Sharpening Kit
tconstruct:sharpening_kit:0, Naga Scale Sharpening Kit
tconstruct:sharpening_kit:0, Steeleaf Sharpening Kit
tconstruct:sharpening_kit:0, Fiery Sharpening Kit
tconstruct:sharpening_kit:0, Knightly Sharpening Kit
tconstruct:sharpening_kit:0, Palladium Sharpening Kit
tconstruct:sharpening_kit:0, Titanium Sharpening Kit
tconstruct:sharpening_kit:0, Vibranium Sharpening Kit
tconstruct:sharpening_kit:0, Osmium Sharpening Kit
tconstruct:sharpening_kit:0, Iridium Sharpening Kit
tconstruct:sharpening_kit:0, Dwarf Star Alloy Sharpening Kit
tconstruct:sharpening_kit:0, Gold-Titanium-Alloy Sharpening Kit
tconstruct:sharpening_kit:0, Intertium Sharpening Kit
tconstruct:sharpening_kit:0, Adamantium Sharpening Kit
tconstruct:sharpening_kit:0, Uru Sharpening Kit
tconstruct:sharpening_kit:0, Wooden Sharpening Kit
tconstruct:sharpening_kit:0, Stone Sharpening Kit
tconstruct:sharpening_kit:0, Flint Sharpening Kit
tconstruct:sharpening_kit:0, Cactus Sharpening Kit
tconstruct:sharpening_kit:0, Bone Sharpening Kit
tconstruct:sharpening_kit:0, Obsidian Sharpening Kit
tconstruct:sharpening_kit:0, Prismarine Sharpening Kit
tconstruct:sharpening_kit:0, End Sharpening Kit
tconstruct:sharpening_kit:0, Paper Sharpening Kit
tconstruct:sharpening_kit:0, Sponge Sharpening Kit
tconstruct:sharpening_kit:0, Firewood Sharpening Kit
tconstruct:sharpening_kit:0, Iron Sharpening Kit
tconstruct:sharpening_kit:0, Pig Iron Sharpening Kit
tconstruct:sharpening_kit:0, Knightslime Sharpening Kit
tconstruct:sharpening_kit:0, Slime Sharpening Kit
tconstruct:sharpening_kit:0, Slime Sharpening Kit
tconstruct:sharpening_kit:0, Magma Slime Sharpening Kit
tconstruct:sharpening_kit:0, Netherrack Sharpening Kit
tconstruct:sharpening_kit:0, Cobalt Sharpening Kit
tconstruct:sharpening_kit:0, Ardite Sharpening Kit
tconstruct:sharpening_kit:0, Manyullyn Sharpening Kit
tconstruct:sharpening_kit:0, Copper Sharpening Kit
tconstruct:sharpening_kit:0, Bronze Sharpening Kit
tconstruct:sharpening_kit:0, Lead Sharpening Kit
tconstruct:sharpening_kit:0, Silver Sharpening Kit
tconstruct:sharpening_kit:0, Electrum Sharpening Kit
tconstruct:sharpening_kit:0, Steel Sharpening Kit
tconstruct:sharpening_kit:0, Dragon Bone Sharpening Kit
tconstruct:sharpening_kit:0, Desert Myrmex Chitin Sharpening Kit
tconstruct:sharpening_kit:0, Jungle Myrmex Chitin Sharpening Kit
tconstruct:sharpening_kit:0, Fire Dragonsteel Sharpening Kit
tconstruct:sharpening_kit:0, Ice Dragonsteel Sharpening Kit
tconstruct:sharpening_kit:0, Weezer Sharpening Kit
tconstruct:sharpening_kit:0, TransiSteel Sharpening Kit
tconstruct:sharpening_kit:0, Enderium Sharpening Kit
tconstruct:sharpening_kit:0, Platinum Sharpening Kit
tconstruct:sharpening_kit:0, Mithril Sharpening Kit
tconstruct:sharpening_kit:0, Signalum Sharpening Kit
tconstruct:sharpening_kit:0, Lumium Sharpening Kit
tconstruct:sharpening_kit:0, Constantan Sharpening Kit
tconstruct:sharpening_kit:0, Invar Sharpening Kit
tconstruct:sharpening_kit:0, Tin Sharpening Kit
tconstruct:sharpening_kit:0, Brass Sharpening Kit
tconstruct:sharpening_kit:0, Aluminum Sharpening Kit
tconstruct:sharpening_kit:0, Zinc Sharpening Kit
tconstruct:sharpening_kit:0, Refined Obsidian Sharpening Kit
tconstruct:sharpening_kit:0, Refined Glowstone Sharpening Kit
tconstruct:sharpening_kit:0, Manasteel Sharpening Kit
tconstruct:sharpening_kit:0, Terrasteel Sharpening Kit
tconstruct:sharpening_kit:0, Elementium Sharpening Kit
tconstruct:sharpening_kit:0, Gaia Spirit Sharpening Kit
tconstruct:sharpening_kit:0, Yellorium Sharpening Kit
tconstruct:sharpening_kit:0, Cyanite Sharpening Kit
tconstruct:sharpening_kit:0, Blutonium Sharpening Kit
tconstruct:sharpening_kit:0, Ludicrite Sharpening Kit
tconstruct:sharpening_kit:0, Quartz Enriched Iron Sharpening Kit
tconstruct:sharpening_kit:0, Draconium Sharpening Kit
tconstruct:sharpening_kit:0, Wyvern Draconium Sharpening Kit
tconstruct:sharpening_kit:0, Awakened Draconium Sharpening Kit
tconstruct:sharpening_kit:0, Chaotic Draconium Sharpening Kit
tconstruct:sharpening_kit:0, Psimetal Sharpening Kit
tconstruct:sharpening_kit:0, Psigem Sharpening Kit
tconstruct:sharpening_kit:0, Ivory Psimetal Sharpening Kit
tconstruct:sharpening_kit:0, Ebony Psimetal Sharpening Kit
tconstruct:sharpening_kit:0, Dark Matter Sharpening Kit
tconstruct:sharpening_kit:0, Red Matter Sharpening Kit
tconstruct:sharpening_kit:0, Fluxed Electrum Sharpening Kit
tconstruct:sharpening_kit:0, Refined Iron Sharpening Kit
tconstruct:sharpening_kit:0, Tungsten Sharpening Kit
tconstruct:sharpening_kit:0, Chrome Sharpening Kit
tconstruct:sharpening_kit:0, Advanced Alloy Sharpening Kit
tconstruct:sharpening_kit:0, Ruby Sharpening Kit
tconstruct:sharpening_kit:0, Sapphire Sharpening Kit
tconstruct:sharpening_kit:0, Peridot Sharpening Kit
tconstruct:sharpening_kit:0, Yellow Garnet Sharpening Kit
tconstruct:sharpening_kit:0, Red Garnet Sharpening Kit
tconstruct:sharpening_kit:0, Rubber Sharpening Kit
tconstruct:sharpening_kit:0, Certus Quartz Sharpening Kit
tconstruct:sharpening_kit:0, Fluix Crystal Sharpening Kit
tconstruct:sharpening_kit:0, Starmetal Sharpening Kit
tconstruct:sharpening_kit:0, Thaumium Sharpening Kit
tconstruct:sharpening_kit:0, Void Metal Sharpening Kit
tconstruct:sharpening_kit:0, Alkimium Sharpening Kit
tconstruct:sharpening_kit:0, Bismuth Sharpening Kit
tconstruct:sharpening_kit:0, Alumite Sharpening Kit
tconstruct:sharpening_kit:0, Malachite Sharpening Kit
tconstruct:sharpening_kit:0, Amber Sharpening Kit
tconstruct:sharpening_kit:0, Topaz Sharpening Kit
tconstruct:sharpening_kit:0, Tanzanite Sharpening Kit
tconstruct:sharpening_kit:0, Amethyst Sharpening Kit
tconstruct:sharpening_kit:0, Lumium Sharpening Kit
tconstruct:sharpening_kit:0, Signalum Sharpening Kit
tconstruct:sharpening_kit:0, Platinum Sharpening Kit
tconstruct:sharpening_kit:0, Enderium Sharpening Kit
tconstruct:sharpening_kit:0, Infinity Sharpening Kit
tconstruct:sharpening_kit:0, Desh Sharpening Kit
tconstruct:sharpening_kit:0, Certus Quartz Sharpening Kit
tconstruct:sharpening_kit:0, Fluix Crystal Sharpening Kit
tconstruct:sharpening_kit:0, Skyroot Sharpening Kit
tconstruct:sharpening_kit:0, Holystone Sharpening Kit
tconstruct:sharpening_kit:0, Zanite Sharpening Kit
tconstruct:sharpening_kit:0, Gravitite Sharpening Kit
tconstruct:sharpening_kit:0, Golden Amber Sharpening Kit
tconstruct:sharpening_kit:0, Valkyrie Sharpening Kit
tconstruct:sharpening_kit:0, Swet Sharpening Kit
tconstruct:sharpening_kit:0, Candy Cane Sharpening Kit
tconstruct:sharpening_kit:0, Cold Aercloud Sharpening Kit
tconstruct:sharpening_kit:0, Blue Aercloud Sharpening Kit
tconstruct:sharpening_kit:0, Golden Aercloud Sharpening Kit
tconstruct:sharpening_kit:0, Icestone Sharpening Kit
tconstruct:sharpening_kit:0, Aeonsteel Sharpening Kit
tconstruct:sharpening_kit:0, Queensgold Sharpening Kit
tconstruct:sharpening_kit:0, Dogbearium Sharpening Kit
tconstruct:sharpening_kit:0, Sinisterium Sharpening Kit
tconstruct:sharpening_kit:0, Nihilite Sharpening Kit
tconstruct:sharpening_kit:0, Orichalcum Sharpening Kit
tconstruct:sharpening_kit:0, Pandorium Sharpening Kit
tconstruct:sharpening_kit:0, Rosegold Sharpening Kit
tconstruct:sharpening_kit:0, Gold Sharpening Kit
tconstruct:sharpening_kit:0, Valyriansteel Sharpening Kit
tconstruct:sharpening_kit:0, Froststeel Sharpening Kit
tconstruct:sharpening_kit:0, Glass Sharpening Kit
tconstruct:sharpening_kit:0, Diamond Sharpening Kit
tconstruct:sharpening_kit:0, Emerald Sharpening Kit
tconstruct:sharpening_kit:0, Infinity Sharpening Kit
tconstruct:sharpening_kit:0, Neutronium Sharpening Kit
tconstruct:sharpening_kit:0, Crystal Matrix Sharpening Kit
tconstruct:sharpening_kit:0, Tritanium Sharpening Kit
tconstruct:sharpening_kit:0, Dilithium Sharpening Kit
tconstruct:sharpening_kit:0, Emerald Sharpening Kit
tconstruct:sharpening_kit:0, Wyvern Sharpening Kit
tconstruct:sharpening_kit:0, Awakened Sharpening Kit
tconstruct:sharpening_kit:0, Chaotic Sharpening Kit
tconstruct:pick_head:0, Electrical Pickaxe Head
tconstruct:pick_head:0, Energetic Pickaxe Head
tconstruct:pick_head:0, Vibrant Pickaxe Head
tconstruct:pick_head:0, Red Pickaxe Head
tconstruct:pick_head:0, Conductive Pickaxe Head
tconstruct:pick_head:0, Pulsating Pickaxe Head
tconstruct:pick_head:0, Dark Pickaxe Head
tconstruct:pick_head:0, Souled Pickaxe Head
tconstruct:pick_head:0, Pickaxe Head of the End
tconstruct:pick_head:0, Fake-Iron Pickaxe Head
tconstruct:pick_head:0, Naga Scale Pickaxe Head
tconstruct:pick_head:0, Steeleaf Pickaxe Head
tconstruct:pick_head:0, Fiery Pickaxe Head
tconstruct:pick_head:0, Knightly Pickaxe Head
tconstruct:pick_head:0, Palladium Pickaxe Head
tconstruct:pick_head:0, Titanium Pickaxe Head
tconstruct:pick_head:0, Vibranium Pickaxe Head
tconstruct:pick_head:0, Osmium Pickaxe Head
tconstruct:pick_head:0, Iridium Pickaxe Head
tconstruct:pick_head:0, Dwarf Star Alloy Pickaxe Head
tconstruct:pick_head:0, Gold-Titanium-Alloy Pickaxe Head
tconstruct:pick_head:0, Intertium Pickaxe Head
tconstruct:pick_head:0, Adamantium Pickaxe Head
tconstruct:pick_head:0, Uru Pickaxe Head
tconstruct:pick_head:0, Wooden Pickaxe Head
tconstruct:pick_head:0, Stone Pickaxe Head
tconstruct:pick_head:0, Flint Pickaxe Head
tconstruct:pick_head:0, Cactus Pickaxe Head
tconstruct:pick_head:0, Bone Pickaxe Head
tconstruct:pick_head:0, Obsidian Pickaxe Head
tconstruct:pick_head:0, Prismarine Pickaxe Head
tconstruct:pick_head:0, End Pickaxe Head
tconstruct:pick_head:0, Paper Pickaxe Head
tconstruct:pick_head:0, Sponge Pickaxe Head
tconstruct:pick_head:0, Firewood Pickaxe Head
tconstruct:pick_head:0, Iron Pickaxe Head
tconstruct:pick_head:0, Pig Iron Pickaxe Head
tconstruct:pick_head:0, Knightslime Pickaxe Head
tconstruct:pick_head:0, Slime Pickaxe Head
tconstruct:pick_head:0, Slime Pickaxe Head
tconstruct:pick_head:0, Magma Slime Pickaxe Head
tconstruct:pick_head:0, Netherrack Pickaxe Head
tconstruct:pick_head:0, Cobalt Pickaxe Head
tconstruct:pick_head:0, Ardite Pickaxe Head
tconstruct:pick_head:0, Manyullyn Pickaxe Head
tconstruct:pick_head:0, Copper Pickaxe Head
tconstruct:pick_head:0, Bronze Pickaxe Head
tconstruct:pick_head:0, Lead Pickaxe Head
tconstruct:pick_head:0, Silver Pickaxe Head
tconstruct:pick_head:0, Electrum Pickaxe Head
tconstruct:pick_head:0, Steel Pickaxe Head
tconstruct:pick_head:0, Dragon Bone Pickaxe Head
tconstruct:pick_head:0, Desert Myrmex Chitin Pickaxe Head
tconstruct:pick_head:0, Jungle Myrmex Chitin Pickaxe Head
tconstruct:pick_head:0, Fire Dragonsteel Pickaxe Head
tconstruct:pick_head:0, Ice Dragonsteel Pickaxe Head
tconstruct:pick_head:0, Weezer Pickaxe Head
tconstruct:pick_head:0, TransiSteel Pickaxe Head
tconstruct:pick_head:0, Enderium Pickaxe Head
tconstruct:pick_head:0, Platinum Pickaxe Head
tconstruct:pick_head:0, Mithril Pickaxe Head
tconstruct:pick_head:0, Signalum Pickaxe Head
tconstruct:pick_head:0, Lumium Pickaxe Head
tconstruct:pick_head:0, Constantan Pickaxe Head
tconstruct:pick_head:0, Invar Pickaxe Head
tconstruct:pick_head:0, Tin Pickaxe Head
tconstruct:pick_head:0, Brass Pickaxe Head
tconstruct:pick_head:0, Aluminum Pickaxe Head
tconstruct:pick_head:0, Zinc Pickaxe Head
tconstruct:pick_head:0, Refined Obsidian Pickaxe Head
tconstruct:pick_head:0, Refined Glowstone Pickaxe Head
tconstruct:pick_head:0, Manasteel Pickaxe Head
tconstruct:pick_head:0, Terrasteel Pickaxe Head
tconstruct:pick_head:0, Elementium Pickaxe Head
tconstruct:pick_head:0, Gaia Spirit Pickaxe Head
tconstruct:pick_head:0, Yellorium Pickaxe Head
tconstruct:pick_head:0, Cyanite Pickaxe Head
tconstruct:pick_head:0, Blutonium Pickaxe Head
tconstruct:pick_head:0, Ludicrite Pickaxe Head
tconstruct:pick_head:0, Quartz Enriched Iron Pickaxe Head
tconstruct:pick_head:0, Draconium Pickaxe Head
tconstruct:pick_head:0, Wyvern Draconium Pickaxe Head
tconstruct:pick_head:0, Awakened Draconium Pickaxe Head
tconstruct:pick_head:0, Chaotic Draconium Pickaxe Head
tconstruct:pick_head:0, Psimetal Pickaxe Head
tconstruct:pick_head:0, Psigem Pickaxe Head
tconstruct:pick_head:0, Ivory Psimetal Pickaxe Head
tconstruct:pick_head:0, Ebony Psimetal Pickaxe Head
tconstruct:pick_head:0, Dark Matter Pickaxe Head
tconstruct:pick_head:0, Red Matter Pickaxe Head
tconstruct:pick_head:0, Fluxed Electrum Pickaxe Head
tconstruct:pick_head:0, Refined Iron Pickaxe Head
tconstruct:pick_head:0, Tungsten Pickaxe Head
tconstruct:pick_head:0, Chrome Pickaxe Head
tconstruct:pick_head:0, Advanced Alloy Pickaxe Head
tconstruct:pick_head:0, Ruby Pickaxe Head
tconstruct:pick_head:0, Sapphire Pickaxe Head
tconstruct:pick_head:0, Peridot Pickaxe Head
tconstruct:pick_head:0, Yellow Garnet Pickaxe Head
tconstruct:pick_head:0, Red Garnet Pickaxe Head
tconstruct:pick_head:0, Rubber Pickaxe Head
tconstruct:pick_head:0, Certus Quartz Pickaxe Head
tconstruct:pick_head:0, Fluix Crystal Pickaxe Head
tconstruct:pick_head:0, Starmetal Pickaxe Head
tconstruct:pick_head:0, Thaumium Pickaxe Head
tconstruct:pick_head:0, Void Metal Pickaxe Head
tconstruct:pick_head:0, Alkimium Pickaxe Head
tconstruct:pick_head:0, Bismuth Pickaxe Head
tconstruct:pick_head:0, Alumite Pickaxe Head
tconstruct:pick_head:0, Malachite Pickaxe Head
tconstruct:pick_head:0, Amber Pickaxe Head
tconstruct:pick_head:0, Topaz Pickaxe Head
tconstruct:pick_head:0, Tanzanite Pickaxe Head
tconstruct:pick_head:0, Amethyst Pickaxe Head
tconstruct:pick_head:0, Lumium Pickaxe Head
tconstruct:pick_head:0, Signalum Pickaxe Head
tconstruct:pick_head:0, Platinum Pickaxe Head
tconstruct:pick_head:0, Enderium Pickaxe Head
tconstruct:pick_head:0, Infinity Pickaxe Head
tconstruct:pick_head:0, Desh Pickaxe Head
tconstruct:pick_head:0, Certus Quartz Pickaxe Head
tconstruct:pick_head:0, Fluix Crystal Pickaxe Head
tconstruct:pick_head:0, Skyroot Pickaxe Head
tconstruct:pick_head:0, Holystone Pickaxe Head
tconstruct:pick_head:0, Zanite Pickaxe Head
tconstruct:pick_head:0, Gravitite Pickaxe Head
tconstruct:pick_head:0, Golden Amber Pickaxe Head
tconstruct:pick_head:0, Valkyrie Pickaxe Head
tconstruct:pick_head:0, Swet Pickaxe Head
tconstruct:pick_head:0, Candy Cane Pickaxe Head
tconstruct:pick_head:0, Cold Aercloud Pickaxe Head
tconstruct:pick_head:0, Blue Aercloud Pickaxe Head
tconstruct:pick_head:0, Golden Aercloud Pickaxe Head
tconstruct:pick_head:0, Icestone Pickaxe Head
tconstruct:pick_head:0, Aeonsteel Pickaxe Head
tconstruct:pick_head:0, Queensgold Pickaxe Head
tconstruct:pick_head:0, Dogbearium Pickaxe Head
tconstruct:pick_head:0, Sinisterium Pickaxe Head
tconstruct:pick_head:0, Nihilite Pickaxe Head
tconstruct:pick_head:0, Orichalcum Pickaxe Head
tconstruct:pick_head:0, Pandorium Pickaxe Head
tconstruct:pick_head:0, Rosegold Pickaxe Head
tconstruct:pick_head:0, Gold Pickaxe Head
tconstruct:pick_head:0, Valyriansteel Pickaxe Head
tconstruct:pick_head:0, Froststeel Pickaxe Head
tconstruct:pick_head:0, Glass Pickaxe Head
tconstruct:pick_head:0, Diamond Pickaxe Head
tconstruct:pick_head:0, Emerald Pickaxe Head
tconstruct:pick_head:0, Infinity Pickaxe Head
tconstruct:pick_head:0, Neutronium Pickaxe Head
tconstruct:pick_head:0, Crystal Matrix Pickaxe Head
tconstruct:pick_head:0, Tritanium Pickaxe Head
tconstruct:pick_head:0, Dilithium Pickaxe Head
tconstruct:pick_head:0, Emerald Pickaxe Head
tconstruct:pick_head:0, Wyvern Pickaxe Head
tconstruct:pick_head:0, Awakened Pickaxe Head
tconstruct:pick_head:0, Chaotic Pickaxe Head
tconstruct:shovel_head:0, Electrical Shovel Head
tconstruct:shovel_head:0, Energetic Shovel Head
tconstruct:shovel_head:0, Vibrant Shovel Head
tconstruct:shovel_head:0, Red Shovel Head
tconstruct:shovel_head:0, Conductive Shovel Head
tconstruct:shovel_head:0, Pulsating Shovel Head
tconstruct:shovel_head:0, Dark Shovel Head
tconstruct:shovel_head:0, Souled Shovel Head
tconstruct:shovel_head:0, Shovel Head of the End
tconstruct:shovel_head:0, Fake-Iron Shovel Head
tconstruct:shovel_head:0, Naga Scale Shovel Head
tconstruct:shovel_head:0, Steeleaf Shovel Head
tconstruct:shovel_head:0, Fiery Shovel Head
tconstruct:shovel_head:0, Knightly Shovel Head
tconstruct:shovel_head:0, Palladium Shovel Head
tconstruct:shovel_head:0, Titanium Shovel Head
tconstruct:shovel_head:0, Vibranium Shovel Head
tconstruct:shovel_head:0, Osmium Shovel Head
tconstruct:shovel_head:0, Iridium Shovel Head
tconstruct:shovel_head:0, Dwarf Star Alloy Shovel Head
tconstruct:shovel_head:0, Gold-Titanium-Alloy Shovel Head
tconstruct:shovel_head:0, Intertium Shovel Head
tconstruct:shovel_head:0, Adamantium Shovel Head
tconstruct:shovel_head:0, Uru Shovel Head
tconstruct:shovel_head:0, Wooden Shovel Head
tconstruct:shovel_head:0, Stone Shovel Head
tconstruct:shovel_head:0, Flint Shovel Head
tconstruct:shovel_head:0, Cactus Shovel Head
tconstruct:shovel_head:0, Bone Shovel Head
tconstruct:shovel_head:0, Obsidian Shovel Head
tconstruct:shovel_head:0, Prismarine Shovel Head
tconstruct:shovel_head:0, End Shovel Head
tconstruct:shovel_head:0, Paper Shovel Head
tconstruct:shovel_head:0, Sponge Shovel Head
tconstruct:shovel_head:0, Firewood Shovel Head
tconstruct:shovel_head:0, Iron Shovel Head
tconstruct:shovel_head:0, Pig Iron Shovel Head
tconstruct:shovel_head:0, Knightslime Shovel Head
tconstruct:shovel_head:0, Slime Shovel Head
tconstruct:shovel_head:0, Slime Shovel Head
tconstruct:shovel_head:0, Magma Slime Shovel Head
tconstruct:shovel_head:0, Netherrack Shovel Head
tconstruct:shovel_head:0, Cobalt Shovel Head
tconstruct:shovel_head:0, Ardite Shovel Head
tconstruct:shovel_head:0, Manyullyn Shovel Head
tconstruct:shovel_head:0, Copper Shovel Head
tconstruct:shovel_head:0, Bronze Shovel Head
tconstruct:shovel_head:0, Lead Shovel Head
tconstruct:shovel_head:0, Silver Shovel Head
tconstruct:shovel_head:0, Electrum Shovel Head
tconstruct:shovel_head:0, Steel Shovel Head
tconstruct:shovel_head:0, Dragon Bone Shovel Head
tconstruct:shovel_head:0, Desert Myrmex Chitin Shovel Head
tconstruct:shovel_head:0, Jungle Myrmex Chitin Shovel Head
tconstruct:shovel_head:0, Fire Dragonsteel Shovel Head
tconstruct:shovel_head:0, Ice Dragonsteel Shovel Head
tconstruct:shovel_head:0, Weezer Shovel Head
tconstruct:shovel_head:0, TransiSteel Shovel Head
tconstruct:shovel_head:0, Enderium Shovel Head
tconstruct:shovel_head:0, Platinum Shovel Head
tconstruct:shovel_head:0, Mithril Shovel Head
tconstruct:shovel_head:0, Signalum Shovel Head
tconstruct:shovel_head:0, Lumium Shovel Head
tconstruct:shovel_head:0, Constantan Shovel Head
tconstruct:shovel_head:0, Invar Shovel Head
tconstruct:shovel_head:0, Tin Shovel Head
tconstruct:shovel_head:0, Brass Shovel Head
tconstruct:shovel_head:0, Aluminum Shovel Head
tconstruct:shovel_head:0, Zinc Shovel Head
tconstruct:shovel_head:0, Refined Obsidian Shovel Head
tconstruct:shovel_head:0, Refined Glowstone Shovel Head
tconstruct:shovel_head:0, Manasteel Shovel Head
tconstruct:shovel_head:0, Terrasteel Shovel Head
tconstruct:shovel_head:0, Elementium Shovel Head
tconstruct:shovel_head:0, Gaia Spirit Shovel Head
tconstruct:shovel_head:0, Yellorium Shovel Head
tconstruct:shovel_head:0, Cyanite Shovel Head
tconstruct:shovel_head:0, Blutonium Shovel Head
tconstruct:shovel_head:0, Ludicrite Shovel Head
tconstruct:shovel_head:0, Quartz Enriched Iron Shovel Head
tconstruct:shovel_head:0, Draconium Shovel Head
tconstruct:shovel_head:0, Wyvern Draconium Shovel Head
tconstruct:shovel_head:0, Awakened Draconium Shovel Head
tconstruct:shovel_head:0, Chaotic Draconium Shovel Head
tconstruct:shovel_head:0, Psimetal Shovel Head
tconstruct:shovel_head:0, Psigem Shovel Head
tconstruct:shovel_head:0, Ivory Psimetal Shovel Head
tconstruct:shovel_head:0, Ebony Psimetal Shovel Head
tconstruct:shovel_head:0, Dark Matter Shovel Head
tconstruct:shovel_head:0, Red Matter Shovel Head
tconstruct:shovel_head:0, Fluxed Electrum Shovel Head
tconstruct:shovel_head:0, Refined Iron Shovel Head
tconstruct:shovel_head:0, Tungsten Shovel Head
tconstruct:shovel_head:0, Chrome Shovel Head
tconstruct:shovel_head:0, Advanced Alloy Shovel Head
tconstruct:shovel_head:0, Ruby Shovel Head
tconstruct:shovel_head:0, Sapphire Shovel Head
tconstruct:shovel_head:0, Peridot Shovel Head
tconstruct:shovel_head:0, Yellow Garnet Shovel Head
tconstruct:shovel_head:0, Red Garnet Shovel Head
tconstruct:shovel_head:0, Rubber Shovel Head
tconstruct:shovel_head:0, Certus Quartz Shovel Head
tconstruct:shovel_head:0, Fluix Crystal Shovel Head
tconstruct:shovel_head:0, Starmetal Shovel Head
tconstruct:shovel_head:0, Thaumium Shovel Head
tconstruct:shovel_head:0, Void Metal Shovel Head
tconstruct:shovel_head:0, Alkimium Shovel Head
tconstruct:shovel_head:0, Bismuth Shovel Head
tconstruct:shovel_head:0, Alumite Shovel Head
tconstruct:shovel_head:0, Malachite Shovel Head
tconstruct:shovel_head:0, Amber Shovel Head
tconstruct:shovel_head:0, Topaz Shovel Head
tconstruct:shovel_head:0, Tanzanite Shovel Head
tconstruct:shovel_head:0, Amethyst Shovel Head
tconstruct:shovel_head:0, Lumium Shovel Head
tconstruct:shovel_head:0, Signalum Shovel Head
tconstruct:shovel_head:0, Platinum Shovel Head
tconstruct:shovel_head:0, Enderium Shovel Head
tconstruct:shovel_head:0, Infinity Shovel Head
tconstruct:shovel_head:0, Desh Shovel Head
tconstruct:shovel_head:0, Certus Quartz Shovel Head
tconstruct:shovel_head:0, Fluix Crystal Shovel Head
tconstruct:shovel_head:0, Skyroot Shovel Head
tconstruct:shovel_head:0, Holystone Shovel Head
tconstruct:shovel_head:0, Zanite Shovel Head
tconstruct:shovel_head:0, Gravitite Shovel Head
tconstruct:shovel_head:0, Golden Amber Shovel Head
tconstruct:shovel_head:0, Valkyrie Shovel Head
tconstruct:shovel_head:0, Swet Shovel Head
tconstruct:shovel_head:0, Candy Cane Shovel Head
tconstruct:shovel_head:0, Cold Aercloud Shovel Head
tconstruct:shovel_head:0, Blue Aercloud Shovel Head
tconstruct:shovel_head:0, Golden Aercloud Shovel Head
tconstruct:shovel_head:0, Icestone Shovel Head
tconstruct:shovel_head:0, Aeonsteel Shovel Head
tconstruct:shovel_head:0, Queensgold Shovel Head
tconstruct:shovel_head:0, Dogbearium Shovel Head
tconstruct:shovel_head:0, Sinisterium Shovel Head
tconstruct:shovel_head:0, Nihilite Shovel Head
tconstruct:shovel_head:0, Orichalcum Shovel Head
tconstruct:shovel_head:0, Pandorium Shovel Head
tconstruct:shovel_head:0, Rosegold Shovel Head
tconstruct:shovel_head:0, Gold Shovel Head
tconstruct:shovel_head:0, Valyriansteel Shovel Head
tconstruct:shovel_head:0, Froststeel Shovel Head
tconstruct:shovel_head:0, Glass Shovel Head
tconstruct:shovel_head:0, Diamond Shovel Head
tconstruct:shovel_head:0, Emerald Shovel Head
tconstruct:shovel_head:0, Infinity Shovel Head
tconstruct:shovel_head:0, Neutronium Shovel Head
tconstruct:shovel_head:0, Crystal Matrix Shovel Head
tconstruct:shovel_head:0, Tritanium Shovel Head
tconstruct:shovel_head:0, Dilithium Shovel Head
tconstruct:shovel_head:0, Emerald Shovel Head
tconstruct:shovel_head:0, Wyvern Shovel Head
tconstruct:shovel_head:0, Awakened Shovel Head
